name,symbol,quotedate,currentPrice,changeValue,changePercent,previousClose,open,volume,dayMinPrice,dayMaxPrice,priceToEarnings,marketCap,averageVolume,yearMinPrice,yearMaxPrice,dividendValue,earningsPerShare,dividendYield,currentPriceRank,changeValueRank,changePercentRank,volumeRank,priceToEarningsRank,marketCapRank,averageVolumeRank,yearMinPriceRank,yearMaxPriceRank,dividendValueRank,earningsPerShareRank,dividendYieldRank,currentPriceValue,changeValueValue,changePercentValue,volumeValue,priceToEarningsValue,marketCapValue,averageVolumeValue,yearMinPriceValue,yearMaxPriceValue,dividendValueValue,earningsPerShareValue,dividendYieldValue
SWS GROUP INC,SWS,2003-11-19 12:00:00.0,18.6200,-0.3400,-1.7900,18.9600,19.0000,18300.0000,18.5900,19.0000,80.1000,317122208.0000,56572.5000,11.8800,22.5100,0.4000,0.2400,2.1300,6.0000,10.0000,10.0000,8.0000,1.0000,8.0000,8.0000,6.0000,6.0000,3.0000,7.0000,3.0000,9.0000,10.0000,10.0000,10.0000,5.0000,10.0000,10.0000,9.0000,8.0000,9.0000,10.0000,8.0000
BOMBAY CO INC,BBA,2003-11-19 12:00:00.0,12.1000,0.0200,0.2100,12.0800,12.0000,172866.6600,12.0000,12.2200,34.2800,422291008.0000,508586.0000,3.8000,14.1100,0.0000,0.3500,0.0000,8.0000,6.0000,6.0000,4.0000,2.0000,7.0000,4.0000,9.0000,8.0000,6.0000,7.0000,6.0000,10.0000,10.0000,10.0000,10.0000,7.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
LUBYS INC,LUB,2003-11-19 12:00:00.0,3.5600,0.0500,1.4200,3.5100,3.5500,87533.3300,3.4300,3.6500,0.0000,79941680.0000,43045.0000,0.9500,4.5000,0.0000,-0.3300,0.0000,10.0000,6.0000,2.0000,5.0000,8.0000,10.0000,9.0000,10.0000,10.0000,6.0000,9.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
SOUTHWESTERN ENERGY,SWN,2003-11-19 12:00:00.0,19.3000,0.0900,0.4900,19.2100,19.2200,52633.3400,19.1100,19.4200,15.6500,687139200.0000,196972.5000,10.7500,20.2000,0.0000,1.2300,0.0000,6.0000,5.0000,5.0000,6.0000,6.0000,5.0000,6.0000,6.0000,7.0000,6.0000,4.0000,6.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,10.0000
SCHWEITZER-MAUDUIT I,SWM,2003-11-19 12:00:00.0,26.9400,0.0700,0.2600,26.8700,26.8000,6600.0000,26.7000,26.9400,13.0800,397339360.0000,39127.0000,20.9600,27.9400,0.6000,2.0600,2.2300,4.0000,5.0000,6.0000,9.0000,7.0000,7.0000,9.0000,3.0000,5.0000,3.0000,2.0000,2.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,7.0000,8.0000,8.0000,8.0000
STANLEY WKS,SWK,2003-11-19 12:00:00.0,32.2600,-0.1700,-0.5300,32.5600,32.4300,345200.0000,32.2100,32.4600,29.3200,2658510340.0000,432890.4700,20.8400,36.6900,1.0400,1.1000,3.2200,3.0000,9.0000,8.0000,2.0000,3.0000,3.0000,4.0000,3.0000,3.0000,1.0000,5.0000,2.0000,6.0000,10.0000,10.0000,9.0000,8.0000,9.0000,10.0000,6.0000,5.0000,6.0000,10.0000,6.0000
BAXTER INTL INC,BAX,2003-11-19 12:00:00.0,27.4200,0.2900,1.0600,27.1300,27.7000,1011400.0000,27.0000,27.7500,20.6000,16720688100.0000,3185204.5000,18.1800,33.0300,0.5800,1.3300,2.1400,4.0000,2.0000,3.0000,1.0000,4.0000,1.0000,1.0000,4.0000,4.0000,3.0000,4.0000,3.0000,7.0000,10.0000,10.0000,7.0000,9.0000,6.0000,6.0000,7.0000,6.0000,9.0000,10.0000,8.0000
INTEGRATED DEFENSE TECHN,IDE,2003-11-19 12:00:00.0,17.4200,0.0000,0.0000,17.4200,0.0000,0.0000,0.0000,17.4200,34.1600,371529984.0000,107500.0000,10.0000,17.4200,0.0000,0.5100,0.0000,7.0000,7.0000,7.0000,10.0000,2.0000,7.0000,7.0000,7.0000,7.0000,6.0000,7.0000,6.0000,9.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,10.0000
IDACORP INC,IDA,2003-11-19 12:00:00.0,28.1500,0.2300,0.8200,27.9200,27.9000,47400.0000,27.7100,28.1900,27.2200,1078405760.0000,212004.5000,20.6000,29.2900,1.2000,1.0300,4.2800,4.0000,3.0000,4.0000,6.0000,3.0000,4.0000,6.0000,3.0000,4.0000,1.0000,5.0000,1.0000,7.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,6.0000,7.0000,5.0000,10.0000,4.0000
STILLWATER MNG CO,SWC,2003-11-19 12:00:00.0,7.4100,-0.0200,-0.3100,7.4300,7.4200,144966.6700,7.3000,7.4900,0.0000,664461820.0000,307900.0000,2.2000,7.9000,0.0000,-0.3700,0.0000,9.0000,7.0000,8.0000,4.0000,8.0000,6.0000,5.0000,10.0000,10.0000,6.0000,9.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
LOEWS CORP,LTR,2003-11-19 12:00:00.0,42.7900,0.2400,0.5600,42.5500,42.7000,89700.0000,42.6200,43.0000,10.9200,7938426400.0000,573745.0000,38.2300,49.1800,0.6000,-0.3600,1.4100,2.0000,3.0000,5.0000,5.0000,7.0000,1.0000,3.0000,1.0000,2.0000,3.0000,9.0000,4.0000,4.0000,10.0000,10.0000,10.0000,10.0000,8.0000,9.0000,3.0000,3.0000,8.0000,10.0000,9.0000
PRINCIPAL FINANCIAL GRP,PFG,2003-11-19 12:00:00.0,31.5600,0.0300,0.1000,31.5300,31.6500,294833.3400,31.5500,31.7500,13.1700,10198382600.0000,847272.5000,25.2100,34.6700,1.1300,2.4000,1.4300,3.0000,6.0000,6.0000,3.0000,7.0000,1.0000,3.0000,2.0000,3.0000,1.0000,2.0000,3.0000,6.0000,10.0000,10.0000,9.0000,10.0000,7.0000,9.0000,5.0000,6.0000,5.0000,7.0000,9.0000
WHIRLPOOL CORP,WHR,2003-11-19 12:00:00.0,66.2500,-0.2200,-0.3300,66.4700,66.7200,329633.3400,65.7800,67.2000,15.2400,4593108500.0000,680940.5000,42.8000,73.3500,1.3600,4.3500,2.0500,1.0000,9.0000,8.0000,2.0000,6.0000,2.0000,3.0000,1.0000,1.0000,1.0000,1.0000,3.0000,2.0000,10.0000,10.0000,9.0000,10.0000,8.0000,9.0000,2.0000,2.0000,4.0000,3.0000,8.0000
PFIZER INC,PFE,2003-11-19 12:00:00.0,34.1700,-0.0100,-0.0300,34.1800,34.0300,8185799.5000,33.9700,34.4300,54.2400,262531727000.0000,19529182.0000,27.9000,36.9200,0.6000,0.6100,1.7600,3.0000,7.0000,7.0000,1.0000,1.0000,1.0000,1.0000,2.0000,3.0000,3.0000,6.0000,3.0000,5.0000,10.0000,10.0000,3.0000,6.0000,1.0000,2.0000,4.0000,5.0000,8.0000,10.0000,9.0000
PFF BANCORP INC,PFB,2003-11-19 12:00:00.0,36.9100,0.0900,0.2400,36.8200,36.8700,9733.3300,36.8000,37.0000,16.7100,613679040.0000,31672.5000,21.8900,38.7500,0.6400,2.2100,1.7400,3.0000,5.0000,6.0000,9.0000,6.0000,6.0000,9.0000,3.0000,3.0000,3.0000,2.0000,3.0000,5.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,5.0000,8.0000,8.0000,9.0000
SUPERVALU INC,SVU,2003-11-19 12:00:00.0,24.7300,0.3800,1.5500,24.3500,24.5500,150200.0000,24.5100,24.7500,12.9000,3313567740.0000,603131.5000,12.6000,26.2900,0.5900,1.9200,2.3700,5.0000,2.0000,2.0000,4.0000,7.0000,2.0000,3.0000,6.0000,5.0000,3.0000,2.0000,2.0000,8.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,9.0000,8.0000,9.0000,9.0000,7.0000
BANK OF AMERICA CORP,BAC,2003-11-19 12:00:00.0,74.3400,0.3900,0.5300,73.9500,73.9300,2746266.5000,73.9100,74.4500,10.6200,110678548000.0000,7903590.5000,64.2600,84.9000,3.2000,7.0000,4.3200,1.0000,2.0000,5.0000,1.0000,8.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2.0000,10.0000,10.0000,6.0000,10.0000,3.0000,4.0000,1.0000,1.0000,1.0000,2.0000,4.0000
EQUITY ONE,EQY,2003-11-19 12:00:00.0,17.2500,0.1000,0.5800,17.1500,17.2500,38900.0000,17.1000,17.2800,17.4200,1163423870.0000,147500.0000,12.5200,17.8300,1.1200,1.0700,6.5100,7.0000,5.0000,5.0000,7.0000,5.0000,4.0000,7.0000,6.0000,7.0000,1.0000,5.0000,1.0000,9.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,9.0000,9.0000,5.0000,10.0000,2.0000
W HLDG CO INC,WHI,2003-11-19 12:00:00.0,26.4800,0.1900,0.7200,26.2900,26.3900,114700.0000,26.2500,26.5700,22.7800,1858335740.0000,235318.0000,13.9800,27.2700,0.1800,1.1600,1.0300,4.0000,3.0000,4.0000,4.0000,4.0000,3.0000,5.0000,5.0000,5.0000,4.0000,4.0000,4.0000,7.0000,10.0000,10.0000,10.0000,8.0000,9.0000,10.0000,8.0000,8.0000,10.0000,10.0000,10.0000
LIMITED BRANDS INC,LTD,2003-11-19 12:00:00.0,17.4900,0.0400,0.2300,17.4500,17.4200,1125600.0000,17.3000,17.5000,16.0400,9079915500.0000,2027659.0000,10.8800,18.5000,0.4000,1.0900,2.2900,7.0000,6.0000,6.0000,1.0000,6.0000,1.0000,1.0000,6.0000,7.0000,3.0000,5.0000,2.0000,9.0000,10.0000,10.0000,7.0000,10.0000,7.0000,7.0000,9.0000,9.0000,9.0000,10.0000,8.0000
LTC PPTYS INC,LTC,2003-11-19 12:00:00.0,12.5200,0.0800,0.6400,12.4400,12.4800,24800.0000,12.4100,12.6300,41.0600,222917856.0000,35704.5000,5.2500,12.5200,1.0000,0.6800,8.0100,8.0000,5.0000,4.0000,7.0000,2.0000,9.0000,9.0000,8.0000,9.0000,2.0000,6.0000,1.0000,10.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,6.0000,10.0000,1.0000
EQUITABLE RES INC,EQT,2003-11-19 12:00:00.0,40.8200,0.0700,0.1700,40.7500,40.7600,63200.0000,40.7100,40.9300,15.4800,2540293890.0000,280613.5000,34.4400,42.0000,1.2000,2.6400,2.9400,2.0000,5.0000,6.0000,6.0000,6.0000,3.0000,5.0000,1.0000,2.0000,1.0000,2.0000,2.0000,4.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,3.0000,4.0000,5.0000,6.0000,6.0000
SERVICEMASTER CO,SVM,2003-11-19 12:00:00.0,10.7800,0.0200,0.1900,10.7600,10.7600,96600.0000,10.7600,10.8200,0.0000,3230149890.0000,512500.0000,8.9500,12.1500,0.4300,-0.7400,3.9000,8.0000,6.0000,6.0000,5.0000,8.0000,2.0000,4.0000,7.0000,9.0000,3.0000,9.0000,1.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,9.0000,10.0000,5.0000
EQUITY RESIDENTIAL,EQR,2003-11-19 12:00:00.0,29.1300,0.0100,0.0400,29.1200,29.1500,248500.0000,29.1000,29.1800,25.3400,8007686100.0000,774240.5000,23.1200,30.3000,1.7300,0.8700,5.9400,4.0000,6.0000,7.0000,3.0000,3.0000,1.0000,3.0000,3.0000,4.0000,1.0000,5.0000,1.0000,7.0000,10.0000,10.0000,9.0000,8.0000,8.0000,9.0000,6.0000,7.0000,3.0000,10.0000,3.0000
WACKENHUT CORRECTION,WHC,2003-11-19 12:00:00.0,21.6000,0.1000,0.4700,21.5000,21.5000,3000.0000,21.4500,21.7000,6.0300,201509984.0000,37459.0000,8.3400,22.5300,0.0000,3.5800,0.0000,6.0000,5.0000,5.0000,10.0000,8.0000,9.0000,9.0000,7.0000,6.0000,6.0000,1.0000,6.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,10.0000,4.0000,10.0000
PEROT SYS CORP,PER,2003-11-19 12:00:00.0,11.4600,0.1300,1.1500,11.3300,11.3000,53800.0000,11.3000,11.5600,23.1800,1286730620.0000,301945.0000,8.9900,12.2300,0.0000,0.4900,0.0000,8.0000,4.0000,3.0000,6.0000,4.0000,4.0000,5.0000,7.0000,9.0000,6.0000,7.0000,6.0000,10.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
PEPSICO INC,PEP,2003-11-19 12:00:00.0,47.4000,0.2000,0.4200,47.2000,47.4000,1088233.4000,47.2000,47.8000,22.5900,81514594000.0000,3422272.8000,36.2400,48.8800,0.6400,2.1000,1.3600,1.0000,3.0000,5.0000,1.0000,4.0000,1.0000,1.0000,1.0000,2.0000,3.0000,2.0000,4.0000,3.0000,10.0000,10.0000,7.0000,8.0000,3.0000,6.0000,3.0000,3.0000,8.0000,8.0000,10.0000
STEWART AND STEVENSON,SVC,2003-11-19 12:00:00.0,14.2000,-0.3000,-2.0700,14.5000,14.4900,21700.0000,14.2000,14.6300,67.1500,405720800.0000,120809.0000,9.0900,18.0800,0.3500,0.2800,2.3700,7.0000,10.0000,10.0000,8.0000,1.0000,7.0000,7.0000,7.0000,7.0000,4.0000,7.0000,2.0000,10.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000
LONE STAR TECHNOLOGI,LSS,2003-11-19 12:00:00.0,13.4400,-0.1100,-0.8100,13.5500,13.6200,15700.0000,13.4400,13.7700,0.0000,383265056.0000,244081.5000,12.0000,25.2500,0.0000,-1.8600,0.0000,8.0000,8.0000,9.0000,8.0000,8.0000,7.0000,5.0000,6.0000,5.0000,6.0000,10.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,8.0000,10.0000,10.0000,10.0000
PENNSYLVANIA RL ESTA,PEI,2003-11-19 12:00:00.0,35.0900,0.2900,0.8300,34.8000,35.0000,81600.0000,34.9400,35.1600,23.6900,805475070.0000,102200.0000,24.6000,35.3400,2.1600,1.4800,6.1900,3.0000,2.0000,4.0000,5.0000,3.0000,5.0000,7.0000,2.0000,3.0000,1.0000,3.0000,1.0000,5.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,5.0000,6.0000,2.0000,10.0000,3.0000
PUBLIC SVC ENTERPRIS,PEG,2003-11-19 12:00:00.0,39.7700,0.3200,0.8000,39.4500,39.6500,415433.3000,39.6100,39.9100,9.4400,9233464300.0000,966104.5000,27.8900,44.5000,2.1600,4.2100,5.4600,2.0000,2.0000,4.0000,2.0000,8.0000,1.0000,2.0000,2.0000,2.0000,1.0000,1.0000,1.0000,4.0000,10.0000,10.0000,9.0000,10.0000,7.0000,8.0000,4.0000,4.0000,2.0000,3.0000,3.0000
WESTERN GAS RES INC,WGR,2003-11-19 12:00:00.0,42.9800,0.0300,0.0800,42.9500,42.9600,109733.3300,42.8500,43.0200,19.1100,1428692220.0000,211081.5000,30.5600,44.1700,0.2000,2.2500,0.4700,2.0000,6.0000,6.0000,5.0000,5.0000,4.0000,6.0000,2.0000,2.0000,4.0000,2.0000,5.0000,4.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,4.0000,4.0000,10.0000,8.0000,10.0000
WINNEBAGO INDS INC,WGO,2003-11-19 12:00:00.0,51.2600,0.2600,0.5100,51.0000,51.5000,31200.0000,50.7500,51.6500,19.7300,931923010.0000,178495.0000,23.3100,59.2500,0.4000,2.6000,0.7800,1.0000,3.0000,5.0000,7.0000,5.0000,5.0000,6.0000,3.0000,1.0000,3.0000,2.0000,4.0000,3.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,2.0000,9.0000,7.0000,10.0000
LSI LOGIC CORP,LSI,2003-11-19 12:00:00.0,9.3000,0.0400,0.3900,9.2600,9.3500,1699766.5000,9.2500,9.5100,0.0000,3526198780.0000,5808386.0000,3.7800,12.9000,0.0000,-0.8400,0.0000,9.0000,6.0000,5.0000,1.0000,8.0000,2.0000,1.0000,9.0000,9.0000,6.0000,9.0000,6.0000,10.0000,10.0000,10.0000,6.0000,10.0000,9.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000
WGL HLDGS INC,WGL,2003-11-19 12:00:00.0,26.6000,0.2600,1.0000,26.3300,26.4500,32933.3300,26.4000,26.6500,11.5400,1290766850.0000,149336.0000,22.6500,28.7900,1.2800,2.3100,4.8400,4.0000,3.0000,3.0000,7.0000,7.0000,4.0000,7.0000,3.0000,5.0000,1.0000,2.0000,1.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,7.0000,5.0000,7.0000,4.0000
CNA SURETY CORP,SUR,2003-11-19 12:00:00.0,9.1700,0.0800,0.8800,9.0900,9.1900,6800.0000,9.1000,9.2300,0.0000,394124992.0000,80863.0000,6.1000,11.0800,0.0000,-0.6200,0.0000,9.0000,5.0000,4.0000,9.0000,8.0000,7.0000,8.0000,8.0000,9.0000,6.0000,9.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
INTERNATIONAL BUSINE,IBM,2003-11-19 12:00:00.0,89.4600,0.5100,0.5700,88.9500,88.3200,1977133.2000,88.3200,89.7300,22.8600,154207322000.0000,6769636.0000,73.1700,94.5400,0.6400,3.9100,0.7200,1.0000,1.0000,5.0000,1.0000,4.0000,1.0000,1.0000,1.0000,1.0000,3.0000,1.0000,4.0000,1.0000,10.0000,10.0000,6.0000,8.0000,2.0000,4.0000,1.0000,1.0000,8.0000,4.0000,10.0000
SUPERIOR INDS INTL I,SUP,2003-11-19 12:00:00.0,43.2400,0.1900,0.4300,43.0500,43.0500,62333.3400,42.9600,43.4100,15.9400,1157736960.0000,183386.0000,33.6200,46.1500,0.5600,2.7100,1.2800,2.0000,3.0000,5.0000,6.0000,6.0000,4.0000,6.0000,1.0000,2.0000,3.0000,2.0000,4.0000,4.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,3.0000,4.0000,9.0000,6.0000,10.0000
PEDIATRIX MED GROUP,PDX,2003-11-19 12:00:00.0,52.7000,0.8300,1.6000,51.8700,51.9700,51500.0000,51.7500,52.7000,16.5100,1231244540.0000,183745.0000,23.0400,55.3000,0.0000,3.1900,0.0000,1.0000,1.0000,2.0000,6.0000,6.0000,4.0000,6.0000,3.0000,1.0000,6.0000,1.0000,6.0000,3.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,3.0000,10.0000,5.0000,10.0000
SUNOCO INC,SUN,2003-11-19 12:00:00.0,45.3800,0.4500,1.0100,44.9300,44.9900,163533.3300,44.8000,45.4500,10.3900,3503694590.0000,454004.4700,28.2000,45.9700,1.1100,4.3700,2.4400,2.0000,1.0000,3.0000,4.0000,8.0000,2.0000,4.0000,2.0000,2.0000,1.0000,1.0000,2.0000,3.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,4.0000,4.0000,5.0000,3.0000,7.0000
ENTERTAINMENT PPTYS,EPR,2003-11-19 12:00:00.0,33.9100,0.3600,1.0700,33.5500,33.7500,44100.0000,33.6200,34.0200,19.5700,657401220.0000,97181.0000,22.5300,33.9100,2.0000,1.7300,5.9300,3.0000,2.0000,3.0000,6.0000,5.0000,6.0000,7.0000,3.0000,4.0000,1.0000,3.0000,1.0000,6.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,6.0000,2.0000,10.0000,3.0000
SUN COMMUNITIES INC,SUI,2003-11-19 12:00:00.0,37.3600,0.2100,0.5700,37.1500,37.1500,14300.0000,37.0000,37.3800,71.8700,697098880.0000,98850.0000,32.8700,41.0000,2.4400,0.7700,6.5500,2.0000,3.0000,5.0000,8.0000,1.0000,5.0000,7.0000,1.0000,2.0000,1.0000,6.0000,1.0000,5.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,3.0000,5.0000,2.0000,10.0000,2.0000
PRIME HOSPITALITY CO,PDQ,2003-11-19 12:00:00.0,9.9400,0.1500,1.5000,9.7900,9.8500,60133.3400,9.6500,10.0000,0.0000,444508704.0000,161713.5000,4.5300,10.5000,0.0000,-0.2900,0.0000,9.0000,4.0000,2.0000,6.0000,8.0000,7.0000,6.0000,9.0000,9.0000,6.0000,9.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
ENERGY PARTNERS LTD,EPL,2003-11-19 12:00:00.0,11.8100,0.0100,0.0600,11.8000,11.8200,9600.0000,11.6900,11.8700,16.8000,379629984.0000,212136.0000,8.6200,12.5000,0.0000,0.7300,0.0000,8.0000,6.0000,6.0000,9.0000,5.0000,7.0000,6.0000,7.0000,9.0000,6.0000,6.0000,6.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
INTERSTATE BAKERIES,IBC,2003-11-19 12:00:00.0,15.2800,0.1600,1.0600,15.1200,15.1500,133700.0000,15.1200,15.3500,60.2600,684613440.0000,449013.5300,8.6000,25.1500,0.2800,0.2500,1.8400,7.0000,4.0000,3.0000,4.0000,1.0000,5.0000,4.0000,7.0000,5.0000,4.0000,7.0000,3.0000,9.0000,10.0000,10.0000,10.0000,6.0000,10.0000,9.0000,10.0000,8.0000,10.0000,10.0000,9.0000
LIBERTY PPTY TR,LRY,2003-11-19 12:00:00.0,37.8200,0.3500,0.9300,37.4700,37.5500,67100.0000,37.4200,37.8200,20.2900,3019140860.0000,449045.0000,29.1300,38.1000,2.4300,1.8600,6.4300,2.0000,2.0000,3.0000,6.0000,4.0000,2.0000,4.0000,2.0000,3.0000,1.0000,3.0000,1.0000,5.0000,10.0000,10.0000,10.0000,9.0000,9.0000,9.0000,4.0000,5.0000,2.0000,9.0000,2.0000
SOUTHERN UN CO NEW,SUG,2003-11-19 12:00:00.0,17.9600,0.2000,1.1300,17.7600,17.7000,54600.0000,17.7000,17.9600,21.7100,1309521920.0000,245909.0000,11.5000,18.5000,0.0000,0.5200,0.0000,6.0000,3.0000,3.0000,6.0000,4.0000,4.0000,5.0000,6.0000,7.0000,6.0000,7.0000,6.0000,9.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,10.0000
LABOR READY INC,LRW,2003-11-19 12:00:00.0,11.3700,0.1700,1.5200,11.2000,11.1800,63200.0000,11.1700,11.3700,32.6400,459451872.0000,419095.0000,5.0600,12.0500,0.0000,0.3500,0.0000,8.0000,4.0000,2.0000,6.0000,2.0000,7.0000,4.0000,8.0000,9.0000,6.0000,7.0000,6.0000,10.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
MEMC ELECTR MATLS IN,WFR,2003-11-19 12:00:00.0,9.6400,-0.1100,-1.1300,9.7500,9.6800,316166.6600,9.6100,9.9400,17.3800,2052387460.0000,654527.0000,7.0000,14.5100,0.0000,0.6200,0.0000,9.0000,8.0000,9.0000,3.0000,5.0000,3.0000,3.0000,8.0000,8.0000,6.0000,6.0000,6.0000,10.0000,10.0000,10.0000,9.0000,9.0000,9.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
PRIDE INTL INC DEL,PDE,2003-11-19 12:00:00.0,16.2800,-0.1100,-0.6700,16.3900,16.4500,225266.6600,16.2400,16.4800,182.9500,2199917820.0000,1189522.5000,12.7500,20.0900,0.0000,0.1000,0.0000,7.0000,8.0000,9.0000,3.0000,1.0000,3.0000,2.0000,6.0000,7.0000,6.0000,8.0000,6.0000,9.0000,10.0000,10.0000,9.0000,4.0000,9.0000,8.0000,9.0000,9.0000,10.0000,10.0000,10.0000
CONSTELLATION BRANDS,STZ,2003-11-19 12:00:00.0,31.1700,0.1200,0.4000,31.0500,31.0600,134566.6700,31.0600,31.2000,16.0700,3267666180.0000,554359.0000,21.9000,32.2300,0.0000,1.9400,0.0000,3.0000,4.0000,5.0000,4.0000,6.0000,2.0000,3.0000,3.0000,4.0000,6.0000,2.0000,5.0000,6.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,6.0000,6.0000,10.0000,9.0000,10.0000
STANDARD COML CORP,STW,2003-11-19 12:00:00.0,19.0000,0.2600,1.3900,18.7400,18.8000,7100.0000,18.8000,19.0500,6.4400,258820000.0000,16509.0000,15.2500,20.0000,0.3600,2.9500,1.8600,6.0000,3.0000,2.0000,9.0000,8.0000,8.0000,10.0000,5.0000,7.0000,4.0000,1.0000,3.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,9.0000,10.0000,6.0000,9.0000
STUDENT LN CORP,STU,2003-11-19 12:00:00.0,131.5800,1.5200,1.1700,130.0600,129.7600,2400.0000,129.6400,131.9800,13.0100,2630533630.0000,9700.0000,90.0000,137.0200,3.0800,10.1100,2.3600,1.0000,1.0000,3.0000,10.0000,7.0000,3.0000,10.0000,1.0000,1.0000,1.0000,1.0000,2.0000,1.0000,2.0000,10.0000,10.0000,10.0000,9.0000,10.0000,1.0000,1.0000,1.0000,2.0000,7.0000
STATE STR CORP,STT,2003-11-19 12:00:00.0,49.9000,0.0500,0.1000,49.8500,49.8500,332933.3400,49.7500,50.2600,21.8900,16656689200.0000,1718454.5000,30.7800,53.6300,0.5600,2.2800,1.1200,1.0000,6.0000,6.0000,2.0000,4.0000,1.0000,2.0000,2.0000,1.0000,3.0000,2.0000,4.0000,3.0000,10.0000,10.0000,9.0000,9.0000,6.0000,7.0000,4.0000,3.0000,9.0000,7.0000,10.0000
QUESTAR CORP,STR,2003-11-19 12:00:00.0,33.0800,0.3100,0.9400,32.8800,32.7000,65733.3400,32.7000,33.1000,14.7500,2743691520.0000,246654.5000,24.8000,34.1200,0.8300,2.2400,2.4900,3.0000,2.0000,3.0000,6.0000,6.0000,2.0000,5.0000,2.0000,3.0000,2.0000,2.0000,2.0000,6.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,5.0000,6.0000,7.0000,8.0000,7.0000
STATION CASINOS INC,STN,2003-11-19 12:00:00.0,28.0100,-0.1600,-0.5700,28.1700,28.1800,281200.0000,27.8000,28.2500,28.9000,1673382780.0000,379963.5300,16.5500,33.5000,0.5100,0.9700,1.7800,4.0000,9.0000,8.0000,3.0000,3.0000,3.0000,4.0000,4.0000,4.0000,3.0000,5.0000,3.0000,7.0000,10.0000,10.0000,9.0000,8.0000,9.0000,10.0000,8.0000,6.0000,9.0000,10.0000,9.0000
WESTFIELD FINANCIAL INC,WFD,2003-11-19 12:00:00.0,22.9900,-0.1600,-0.6900,23.1500,23.0000,4400.0000,22.9000,23.1000,86.3400,231591696.0000,13300.0000,14.8500,25.0400,0.2000,0.2700,0.8700,5.0000,9.0000,9.0000,9.0000,1.0000,9.0000,10.0000,5.0000,6.0000,4.0000,7.0000,4.0000,8.0000,10.0000,10.0000,10.0000,5.0000,10.0000,10.0000,8.0000,8.0000,10.0000,10.0000,10.0000
